"id","tweet","spam"
482,"via @tecnetPcMcbo:  @urdanetakndanga @LuisRM0 dime tu ip publica. #Maracaibo",0
483,"via @mundo\\_inmuebles:  Necesito #Azitromicina en suspensión para mi hijo hoy mismo! #Maracaibo Quien sabe donde puedo conseguir? ??",0
484,"via @tecnetPcMcbo:  empieza por 201, ya q el gateway de esa red esta dando problemas #Maracaibo",0
485,"via @raisafuenmayor:  @jesuschirinosr @bervillasmil @adrianotorococo @januslan @corronchita30 @freddygalue viy a intentar #Maracaibo",0
486,"via @tecnetPcMcbo:  para los q tienen problemas con el internet lento d cantv. cambiar la mac del router para adquirir otra ip, no usar la",0
487,"via @Arel13: Cola en el #Puente #GRU dirección Mcbo-Col  #Maracaibo",0
488,"via @Cotejob:  @zuewfelici sfaasdada no si #Maracaibo",0
489,"via @raisafuenmayor: @bervillasmil @jesuschirinosr  @adrianotorococo @januslan @corronchita30 @freddygalujajajajaj pero estamos pilas bueno",0
490,"via @AlbertoDep: Quien me puede informar como se encuentra en #PGRU  #Maracaibo",0
491,"via @raisafuenmayor: @jesuschirinosr  @bervillasmil @adrianotorococo @januslan @corronchita30 @freddygalue de los bachaqueros por que al ve",0
492,"via @raisafuenmayor:  @bervillasmil @jesuschirinosr @adrianotorococo @januslan @corronchita30 @freddygalue y nos salvamos de los bachaquero",0
493,"via @guaipinluis:  @Marco\\_Agc @zuewfelici #Maracaibo",0
494,"via @jesuschirinosr: @raisafuenmayor  @bervillasmil @adrianotorococo @januslan @corronchita30 @freddygalue al parecer si, pude entrar...",0
495,"via @raisafuenmayor:  @bervillasmil @jesuschirinosr @adrianotorococo @januslan @corronchita30 @freddygalue Gracias a DIOS dormiremos tranqu",0
496,"via @bervillasmil: @jesuschirinosr  @raisafuenmayor @adrianotorococo @januslan @corronchita30 @freddygalue positivo. Ya pude entrar",0
497,"via @raisafuenmayor: @jesuschirinosr  @bervillasmil @adrianotorococo @januslan @corronchita30 @freddygalue así dijeron pero no se aun",0
498,"via @jesuschirinosr:  @bervillasmil @raisafuenmayor @adrianotorococo @januslan @corronchita30 @freddygalue ya se reactivo la plataforma?",0
499,"via @theufoa: #Maracaibo: 35°C Sensación térmica 49°C   @trafficMERIDA @traffiCARACAS @kekita73 #Maracaibo",0
500,"via @ysbelice:  @zuewfelici para los q no  creen #Maracaibo",0
501,"via @NegociaAqui: Lentes originales Oakley usados por solo 35 mil Bs. @trafficTACHIRA @traffiCARACAS  @trafficMIRANDA   http://t.co/ykEMaLQ",0
502,"via @miguelangelq: Ayuda, de nuevo  http://t.co/vKEWRLGRuQ #Maracaibo",0
503,"via @luzmilamolero: ( cajitas para regalos a bolívares 50 cada una http://t.co/Tjy5bh5zWG #Maracaibo",0
504,"via @Iriarteg:  Gracias,aunque aun no tengo Nietos!!! #Maracaibo",0
505,"via @MM\\_Alvarz:  Felicidades para todos los abuelitos en su día!!! #Maracaibo",0
506,"via @AlexaMaria7: Esto debemos aprender todos!   https://t.co/HJzYtPg60x #Maracaibo",0
507,"via @Elpegaso77Cruz:  @rivadeneira76 #Maracaibo. Masoquista por desgracia. #Maracaibo",0
508,"via @AlexaMaria7: Y nosotros cada día peor :(   https://t.co/cpYgB0rS9U #Maracaibo",0
509,"via @AlexaMaria7: Holis #Domingo Buenas tardes te veo relajado *-* #Feliz  #Maracaibo",0
510,"via @rivadeneira76:  UN PUEBLO NOBLE O MASOQUISTA SOMOS LOS VENEZOLANOS? #Maracaibo",0
511,"via @raisafuenmayor: @adrianotorococo  @januslan @corronchita30 @freddygalue trabquilo  no te preocupes #Maracaibo",0
512,"via @gererfer: Con real y sin poder de compra reflejo de lo q se acentúa en Vzla @traffiCARACAS @trafficMGTA  http://t.co/h2sB7nXJ1Y",0
513,"via @bervillasmil:  @raisafuenmayor @adrianotorococo @januslan @corronchita30 @freddygalue acabo de entrar sin problemas en la página del b",0
514,"via @luzmilamolero:  moños a bolívares  70 cada una información 02614354304 Sra luz mila http://t.co/JtwhoRxRNV #Maracaibo",0
515,"via @adrianotorococo: @raisafuenmayor  @januslan @corronchita30 @freddygalue para ti y los tuyos tengo una manera de hacerlo #Maracaibo",0
516,"via @raisafuenmayor:  @adrianotorococo @januslan @corronchita30 @freddygalue aqui cambie mas letras mejor así no me da tanta hambre,por cie",0
517,"via @EncaminamosC5: Junto a nuestros protagonistas: Las Comunidades #AlC5Encaminamos  @trafficVZLA @trafficMcbo  http://t.co/9m9fmj7boe",0
518,"via @raisafuenmayor:  @januslan @corronchita30 @freddygalue @MSEO63 acentos,de errores se aprende #Maracaibo",0
519,"via @reguloe1:  @janvillalo al #chapoguzman pa coronar una vuelta buena 😂 #Maracaibo",0
520,"via @raisafuenmayor:  @januslan @corronchita30 @freddygalue @MSEO63 se acabaron las rumbitas familiares,tan buenas que eran las vaquitas",0
521,"via @Shotokan35:  @carlos\\_alexmcbo Jajajajajajajajajaja yo si creo!!!! #Maracaibo",0
522,"via @Shotokan35:  @carlos\\_alexmcbo #Maracaibo",0
523,"via @raisafuenmayor:  @januslan @corronchita30 @freddygalue @MSEO63 ya saben lo de los acentos,cambop de letras ayer fue un error que comet",0
524,"via @adrianotorococo: @raisafuenmayor  @januslan @corronchita30 @freddygalue tranquila es para que tengas una idea de lo que vas hacer",0
525,"via @raisafuenmayor: @adrianotorococo  @januslan @corronchita30 @freddygalue tendencia irreversible #Maracaibo",0
526,"via @raisafuenmayor: @adrianotorococo  @januslan @corronchita30 @freddygalue no sin saber el contenido muchacho,que se yo me vas a enviar ,",0
527,"via @raisafuenmayor: @adrianotorococo @januslan  @corronchita30 @freddygalue Entonces no te trabajo hermano,prefiero,bachaquear jja",0
528,"via @raisafuenmayor:  @adrianotorococo @januslan @corronchita30 @freddygalue por cierto se dinde van los acentos las comas me como jetras p",0
529,"via @raisafuenmayor:  @adrianotorococo @januslan @corronchita30 @freddygalue dime que viy a hacr con fichas #Maracaibo",0
530,"via @janvillalo:  @reguloe1 y que andan buscando #Maracaibo",0
531,"via @raisafuenmayor:  @januslan @corronchita30 @freddygalue @MSEO63 por  cierto hoy es su día  yo  la llame  y le pedí  la bendición",0
532,"via @raisafuenmayor:  @januslan @corronchita30 @freddygalue @MSEO63 debajo  de los colchones #Maracaibo",0
533,"via @raisafuenmayor:  @januslan @corronchita30 @freddygalue @MSEO63 Aquí aparezco por  el celular, pensando tenemos  que hacer  como  las a",0
534,"via @bovb51: #MGWV 

.,¡i|¹i¡¡i¹|i¡,
`\"¹li¡|¡|¡il¹\"

tɦaռҡs!!

@trafficVALERA @cnncreole @mamiyita01 @mariaisa2  #Maracaibo",0
535,"via @jennymcbo:   Colas en en Puente sobre el lago debido a requisas ineficientes por parte de la GN a las maletas de personas. Ineptos...",0
536,"via @raisafuenmayor:  @januslan @corronchita30 @freddygalue @MSEO63 Bendecido Abaa #Maracaibo",0
537,"via @InformalZlia: Amigo @XavierSerranoJP así se construye un país #Alc5encaminamos http://t.co/nJA7wLFpR0  @trafficVZLA @hebr24\\_",0
538,"via @XxvicencarxX:  esta perdido se llama Felipe Sanchez si lo ven porfavor comunicarse a este numero 04246109038 http://t.co/VjU1JCr5uA",0
539,"via @EriksPelon69:  @urdanetakndanga @LuisRM0 llamate a evo para que apure a aba #maracaibo #Maracaibo",0
540,"via @amigosdlibertad: Amigo @XavierSerranoJP así se construye un país #Alc5encaminamos http://t.co/nJA7wLFpR0  @trafficVZLA    #Maracaibo",0
541,"via @cnncreole: Por cortesía de Nena  @bovb51 Buenas tardes  @mamiyita01 @mariaisa2  @trafficVALERA http://t.co/XKphk5FPpX #Maracaibo",0
542,"via @MartinezEnza: @JOSEBONACIA  

Hola Jose como estas?
Este es el hijo de tu ahijada Andreina, tiene 8 añod http://t.co/TzjSv59KCd",0
543,"via @raisafuenmayor: @adrianotorococo @januslan  @corronchita30 @freddygalue no acepto propuesta empresarial #Maracaibo",0
544,"via @LDanieri: Mas de 1200 bs en papa y tomate. Lo más barato que compre fue la Sal que pague 50. #EconomiaSocialista  http://t.co/h6cqTXPb",0
545,"via @raisafuenmayor: @januslan  @corronchita30 @freddygalue @MSEO63 laplatica en el Vebezuela,yo me voy ya a hacer mi cola #Maracaibo",0
546,"via @adrianotorococo: @januslan @raisafuenmayor  @corronchita30 @freddygalue  tengo una propuesta empresarial para usted@MSEO63 #Maracaibo",0
547,"via @ebedthseir:  por favor avisar si lo ven sufre de Alzheimer http://t.co/Iahx5j0AUk #Maracaibo",0
548,"via @raisafuenmayor: @januslan  @corronchita30 @freddygalue @MSEO63 aja por que al llegar a su turno ni sabe con que le saldran #Maracaibo",0
549,"via @januslan: @raisafuenmayor  @corronchita30 @freddygalue @MSEO63 CUANDO VEO LAS COLAS, DIGO: LOS JUEGOS DEL HAMBRE VERSION Venezuela.",0
550,"via @raisafuenmayor: @januslan  @corronchita30 @freddygalue @MSEO63 tratar de buscar una explicación logica ,contudente e trreversibles jaj",0
551,"via @januslan: @raisafuenmayor  @corronchita30 @freddygalue @MSEO63 AMANECEN HACIENDO COLA CON LA ESPERANZA DE PESCAR LO IMAGINABLE !",0
552,"via @chinita1305: @trafficMERIDA   https://t.co/KeErYTgCvj #Maracaibo",0
553,"via @januslan: @raisafuenmayor  @corronchita30 @freddygalue @MSEO63 eso no es descartable. #Maracaibo",0
554,"via @Ericmar\\_Leal: @emersonpadron  Ya te hace falta cambiar de lentes bb jeje. #Maracaibo",0
555,"via @luisalonzzzo:  mardicion alguien que les digan a los Sres del puente que la hp cola da hasta el puente de pomona. Dios por favor",0
556,"via @raisafuenmayor:  @januslan @corronchita30 @freddygalue @MSEO63 que amanezca haciendo  cola #Maracaibo",0
557,"via @raisafuenmayor:  @januslan @corronchita30 @freddygalue @MSEO63 y dogame lo del banco,digame si salen con un corralito,mi amiguita ka q",0
558,"via @januslan: @raisafuenmayor  @corronchita30 @freddygalue @MSEO63 En un pais donde tenemos pocas opciones, en ocasiones el DILEMA es q ha",0
559,"via @InformalZlia: Surfista australiano se salva del ataque de un tiburón - http://t.co/DUMOMrPzfp http://t.co/Y20F8vtfQ1  #Maracaibo",0
560,"via @j\\_guerra29:  quien sabe por que la cola en el #PGRU a esta hora. #Maracaibo",0
561,"via @raisafuenmayor:  @januslan @corronchita30 @freddygalue @MSEO63 Aja lloraran #Maracaibo",0
562,"via @raisafuenmayor:  @januslan @corronchita30 @freddygalue @MSEO63 Pero les toca feo lloraran si llega uno con un carrito #Maracaibo",0
563,"via @raisafuenmayor:  @corronchita30 @januslan @freddygalue @MSEO63 me gusta eso de leyenda urbana ,se lee como mas interesantes pobres nue",0
564,"via @januslan:  @raisafuenmayor @corronchita30 @freddygalue @MSEO63 SERA LEYENDA URBANA #Maracaibo #Maracaibo",0
565,"via @reguloe1:   los guardias revisan hasta dentro del motor x eso la cola http://t.co/ZHmKRTNopD #Maracaibo",0
566,"via @PJGZLEZ: Dice que no le augura futuro a tsipras... el que ha llevado la canasta basica  a mas de 54000  @trafficlara #Maracaibo",0
567,"via @ebedthseir:  operativo especial en el puente hasta los cauchos revisando! #Maracaibo",0
568,"via @luisalonzzzo:  que pasa en el puente por favor #Maracaibo",0
569,"via @javier\\_zulia: 30min en cola, sentido MCBO &gt; COL, también se nota cola en sentido contrario reporten q paso   #Maracaibo",0
570,"via @ALNAYRANGEL: Si alguien sabe donde conseguir LAMICTAL 100 mg agradecería mucho la información gracias @georgino15  #Maracaibo",0
571,"via @reguloe1:   pte GRU Cerrado sin cola en las pilas http://t.co/WcsoEbbY7M #Maracaibo",0
572,"via @rivadeneira76:  SERÁ QUÉ NOSOTROS SEGUIREMOS CON ESTÁ PASIGUIDAD Y CONFORMISMO.ESPERANDO LA RUINA DEL PAÍS. #Maracaibo",0
573,"via @Diliacecilia:  de ida o de vuelta hacia #Maracaibo #Maracaibo",0
574,"via @javier\\_zulia: Que pasa en el puente, la cola no se mueve  #Maracaibo",0
575,"via @oliviadelvfr: Se requiere con urgencia Lamotrigina, quien sepa donde conseguirlo favor contactar por esta vía  #Maracaibo",0
576,"via @Danielsf99:  @zuewfelici  1 #Maracaibo",0
577,"via @amigosdlibertad: Casa por cárcel sin atención médica para Leocenis García tras 85 días en huelga de hambre - http://t.co/nKip49d1uR  @",0
578,"Con el nuevo #MultipassCinex invita a tus panas @CinexVe: 5 entradas + 1 @PepsiVen GRATIS http://t.co/XzZA6YxFgE http://t.co/Xu69dDxgEh",0
579,"via @amigosdlibertad: OPINIÓN // '¡Esto sólo se arregla dolarizando!', por Guillermo García N. http://t.co/n263M9HNmF  @traffiCARACAS",0
580,"via @MetroMaracaibo\\_: Una de las rutas de metrobuses más extensas es la que recorre la C-2. Conoce las paradas establecidas ... #Maracaibo",0
581,"via @victorce: Como esta VZLA!!  @CNNEE @soyfdelrincon @hrw\\_espanol @ONU\\_derechos @FAOnews  @marcorubio  https://t.co/sDSVudDZBA #Maracaibo",0
582,"via @jaimpimentel:  @gerardo\\_bellido yo tengo internet d ínter y funciona bien rápido y es la el mismo cable optico #Maracaibo",0
583,"via @SoyBYRI: #DonaTusMedicamentos Disponible \"Depo-Medrol\" 40mg/ml (inyectable). 

 Engiby Villalobos #04246589136  @FundacionFamac",0
584,"via @martinelflaco: Esta madrugada me tope con esto entrado a isla dorada  eran las 3am http://t.co/jbx0x3xFO7 #Maracaibo",0
585,"via @\\_Cupis:  @soylamismagata tenemos dos días con  el servicio aba pésimo se va cada rato.. @ContactoCantv #Maracaibo",0
586,"via @wilbertjqprimer:  aun si internet quien sigue igual así dsd el viernes en la noche #Maracaibo",0
587,"via @EUdeVzla: INTERESANTE
@trafficTACHIRA 

@traffiCARACAS
@trafficMIRANDA http://t.co/49sTEEsw3L #Maracaibo",0
588,"via @adelagoto2014:  @raisafuenmayor @MSEO63 @lamaracucha2015 @freddygalue @le Recalentaito , para comerlo en la cena ..... #Maracaibo",0
589,"via @gerardo\\_bellido:  yo vivo en san francisco y el internet lentísimo llamo a cantv te ponen una música de espera y después te cuelgan la",0
590,"via @MiriamBustaman:   https://t.co/mJKbcklBf2 #Maracaibo",0
591,"via @gerardo\\_bellido:  #Maracaibo",0
592,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le bueno chama que tengais suerte con tus cobritossss #Maracaibo",0
593,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le era otra cosa las sobras para los perritos ahora juuuuuuu recalentaito para",0
594,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le no jomprale lo que dan ganas es de llorar ,voy a recalentar algo para comer",0
595,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le pero quiennnnnnn #Maracaibo",0
596,"via @soylamismagata:  Aba es lo peor. En la COL llega por raticos dsd ayer. y lo peor es q no hay pronumciamiento oficial #Maracaibo",0
597,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le estoy pensando en que esto deben solucionarlo #Maracaibo",0
598,"via @Kayg75:  @trafficVZLA  #Maracaibo",0
599,"via @macarta1968:  @berenicegomez52 @zuewfelici yo no me comería ese huevo. #Maracaibo",0
600,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le volviendo al tema de los cobritos en el banco hoy te valen menos que ayer",0
601,"via @gerardo\\_bellido:  @Nu\\_gon #Maracaibo #Maracaibo",0
602,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le hasta comas y acentos me como.Mañana tambien hay que averiguar que esta pas",0
603,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le desprenden comprenderas que quiero escrir rapido antes que se caiga",0
604,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le Y el porton hasta la pintura la desprengen como que me la regalan #Maracaibo",0
605,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le DE UNA VEZ TE CORTAN ESTE PESIMO SERVICIO #Maracaibo",0
606,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le Y SI NO PAGAS ZUAS #Maracaibo",0
607,"via @AgonicoVzla: @Katiuska\\_Arcuri  @zuewfelici No es Necesario pq No Hay y si los consigues sera a un Precio q te coloque en el Hospital.",0
608,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le EN EL PORTON #Maracaibo",0
609,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le Ayer mefio agarraba ,hoy no pega ni un ratico,,las factura si las pegan en",0
610,"via @lagreyzulia:  ...Puedes a la duncan en la c2 y te anotas...te llamaran en 8 a 10 dias de la intendencia costo de bs. 5700 ya lo lo hice",0
611,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le chico esto es peor que ayer #Maracaibo",0
612,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @le  Nada estos  se fueron  lejos  a pasear #Maracaibo",0
613,"via @MariaConchita\\_A: @trafficTACHIRA  @trafficMERIDA  @trafficLARA @trafficARC @trafficVZLA @traffiCARACAS  https://t.co/ZB3R7j8uUN",0
614,"via @edgarvillarroel:  @Kayg75 @PJGZLEZ #Maracaibo",0
615,"via @carlos\\_alexmcbo:  @Nu\\_gon seran que se lo están bachaqueand #Maracaibo",0
616,"via @angelecardenas:  Hoy 26 de julio se celebra el día del Abuelo http://t.co/LhTMWF15sK #Maracaibo",0
617,"via @carlos\\_alexmcbo:  @soyKattek @ContactoCantv seran que tambien se están bachaqueando el Internet? #Maracaibo",0
618,"via @milagrosrivas20:  @berenicegomez52 @zuewfelici Nisiquiera agua ponen? #Maracaibo",0
619,"via @EUNICEGARCIAMEN:  @Nu\\_gon ES A NIVEL NACIONAL #Maracaibo",0
620,"via @Nu\\_gon: el aba de Cantv de mal en peor de lento..  ¿qué ocurre ? A alguién más le ocurre lo mismo? #Maracaibo",0
621,"via @soyKattek: Llevo días sin Internet, solo llega por ratos. ¿Cuál es el motivo? @ContactoCantv  #Maracaibo",0
622,"via @Katiuska\\_Arcuri:  @AgonicoVzla @zuewfelici Y el huevo donde lo frien sera en la bandeja #Maracaibo",0
623,"via @raisafuenmayor:  @janvillalo @Chiquinquira067 @lamaracucha2015 @freddygalue @MSEO63 @leninroldan ya los debeis tener endeudados y con",0
624,"via @Zulpilar:  @les\\_gio gracias! #Maracaibo",0
625,"via @Zulpilar:  @yayacorrales gracias #Maracaibo",0
626,"via @Zulpilar:  @tutomarquez gracias #Maracaibo",0
627,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @leninroldan seguro andan de paseo y tienen a más de uno arre  pentido",0
628,"via @raisafuenmayor:  @janvillalo @Chiquinquira067 @lamaracucha2015 @freddygalue @MSEO63 @leninroldan apenas lo saqueis ya los debeis",0
629,"via @bodieberna:  @zuewfelici SIN MEDICAMENTOS Y CON INSEGURIDAD Y PLOMO #Maracaibo",0
630,"via @41maritzaaponte: Quisiera no creer esto. Me parece tan deprimente Dios hasta cuando tanto sufrimiento...  #Maracaibo",0
631,"via @MelenaMoralesM: , alguien sabe que pasa con el internet de cantv, que mal hoy bueno ayer también estuvo así #Maracaibo",0
632,"via @raisafuenmayor: @janvillalo  @Chiquinquira067 @lamaracucha2015 @freddygalue @MSEO63 @leninroldan Ojala  y duren a lo que  salga a se d",0
633,"via @3359Medina:  @zuewfelici  doloroso y triste que pobreza #Maracaibo",0
634,"via @raisafuenmayor: @janvillalo  @Chiquinquira067 @lamaracucha2015 @freddygalue si, es que  están ahí todavía no puedo  decir  lo que  pie",0
635,"via @meurisch15:  @zuewfelici @ismaelprogreso cuenten que fue lo que pasó #Maracaibo #Maracaibo",0
636,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @leninroldan Ya se me  fue  Abaa será que  anda a con Avon #Maracaibo",0
637,"via @janvillalo:  @Chiquinquira067 @raisafuenmayor @lamaracucha2015 @freddygalue @MSEO63 @leninroldan así dura mas #Maracaibo",0
638,"via @alcachoffa:  @berenicegomez52 @zuewfelici Que comparen y juzguen con lo desayunos que se daba a los pacientes en la IV #Maracaibo",0
639,"via @davidvillalo95:  ABA Cantv con problemas de conexión y una máxima lentitud dsd hace mas de 3 días. #Maracaibo",0
640,"via @oswaldo01245790:  @zuewfelici Qué pena.. Y con mis compatriotas que todavía piensan que con estos Delincuentes se vive mejor.. Lastima",0
641,"via @raisafuenmayor: @Chiquinquira067  @lamaracucha2015 @freddygalue @MSEO63 Que  no sea lo que  me imagino #Maracaibo",0
642,"via @raisafuenmayor: @Chiquinquira067  @lamaracucha2015 @freddygalue @MSEO63 Esta muy raro eso  dsd  anoche sucede #Maracaibo",0
643,"via @Zulpilar:  acabo de botar mi cédula quien se la encuentre sera gratificado por regresarmela gracias ayudenme a difundir #Maracaibo",0
644,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @leninroldan Sabes hoy me querían  vender  un recorrido de olla por cuatro  pap",0
645,"via @Chiquinquira067:  @raisafuenmayor @lamaracucha2015 @freddygalue @MSEO63 @leninroldan no hay dinero en cajeros #Maracaibo",0
646,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @leninroldan Es la misma  falla de  Abaa #Maracaibo",0
647,"via @raisafuenmayor:  @MSEO63 @lamaracucha2015 @freddygalue @leninroldan no te tengo información  de lo de anoche, no me  cayó  la llamada",0
648,"via @maiguacmogna:  @berenicegomez52 esto es para llorar.  Y si profundizamos en la falta de insumos y medicamentos Dios ayúdanos #Maracaibo",0
649,"via @raisafuenmayor:  @lamaracucha2015 @freddygalue @MSEO63 @leninroldan será  si conseguimos  globos  que  explotemos #Maracaibo",0
650,"via @raisafuenmayor:  @lamaracucha2015 @freddygalue @MSEO63 @leninroldan no ya están  pasados de viejos #Maracaibo",0
651,"via @julianjulian130:  @alfredocanquis en todos lados! Puto ABBA #Maracaibo",0
652,"via @raisafuenmayor: @MSEO63  @lamaracucha2015 @freddygalue @leninroldan están viejos esos ni prenderan #Maracaibo",0
653,"via @raisafuenmayor:  @lamaracucha2015 @freddygalue @MSEO63 @leninroldan si los encontre en una caja del año pasado,a lo mejor están vencid",0
654,"via @raisafuenmayor:  @lamaracucha2015 @freddygalue @MSEO63 @leninroldan y aun persiste la falla de Abaa #Maracaibo",0
655,"via @MSEO63: @raisafuenmayor  @lamaracucha2015 @freddygalue @leninroldan waooo ten cuudado eso quema mucho #Maracaibo",0
656,"via @elcaimanBF: http://t.co/WIauJQlHJR #Maracaibo",0
657,"via @raisafuenmayor:  @lamaracucha2015 @freddygalue @MSEO63 @leninroldan Si casi que explotan un poco de saltpericos que me encontre",0
658,"via @2826df2f05624a7:  @zuewfelici que desastre #Maracaibo",0
659,"via @camargodouglas1:  @zuewfelici chamo eso es verdad. Que desgracia..! #Maracaibo",0
660,"via @zuewfelici:  Desayuno para los pacientes hoy domingo 26 de julio en el Hospital Universitario de Caracas http://t.co/73xlse99AT\"",0
661,"via @ebedthseir:  se llama Felipe sanchez se extravió aquí en #Maracaibo sufre Alzheimer, por favor avísenme x acá http://t.co/WPv7ADu7ZT",0
662,"via @zuewfelici:  @ismaelprogreso Lo q ocurrió  en la Misa d Gdo d Ntra Sra dl Pilar auspiciado X Queipo es degradante. Obligar a aprobar e",0
663,"via @LuisRM0: @cmgarciay  @urdanetakndanga Igual aquí en el sur. #Maracaibo",0
664,"via @sagagozam:  Como quieres implementar la educación si un libro es más caro que una botella de Ron #Maracaibo",0
665,"via @cmgarciay:  @urdanetakndanga @LuisRM0 si es verdad, en la zona norte ni a las paginas del banco abren, pero para cobrar si están listos",0
666,"via @willywong77:  @urdanetakndanga @LuisRM0 uno quisiera pensar que es censura pero no, es ineptitud #Maracaibo",0
667,"via @urdanetakndanga:  @LuisRM0 ya llevo mas de 3 días con el Aba súper lento no sirve para nada... Parece la nueva estrategia de censura",0
668,"via @Yudunaryb:  @LuisRM0 funciona... #Maracaibo",0
669,"via @LuisRM0: Hola, los que tienen inter, ¿cómo es el servicio de internet? En San Francisco. #Maracaibo",0
670,"via @willywong77: @haydeza  el pueblo ganador? JAJAJAJAJAJAJAJAJAJAJAJAJAJAJA #Maracaibo",0
671,"via @lamaracucha2015:  @freddygalue @raisafuenmayor @MSEO63 @leninroldan #Maracaibo. Bueno que Explote. Rapido o moriremos #Maracaibo",0
672,"via @haydeza:  Eso quiere decir que ya los bachaqueros no tienen el mismo chance de comprar. Una que se anota el pueblo trabajador.",0
673,"via @Alejito\\_verdugo:  cae inventario de harina arroz pasta etc en bodegas bachaqueras! Que quedara pa los supermecados #SanJacinto #Maraca",0
674,"via @Kayg75: \"via @PJGZLEZ: En su cumple #Caracas448 su alcalde mayor preso y sus habitantes viven su aniversario en colas por comida \"",0
675,"via @ebedthseir:  si han visto a este Sr por favor lléguenme por aquí es mi tío y sufre de Alzheimer esta perdido http://t.co/qxLtxYBNSc",0
676,"via @dessireej:   @Angelesv muchas gracias #Maracaibo",0
677,"via @dessireej: @made\\_prieto  @angelesvzla1 muchas gracias #Maracaibo",0
678,"via @Mary21479:  @Rivas\\_Douglas @alfredocanquis yo estoy en tierra negra tambien , falla dsd el viernes #Maracaibo",0
679,"via @ViluDaftPunk:  Eres un robot :v #Maracaibo",0
680,"via @Rivas\\_Douglas:  @alfredocanquis En Tierra Negra hay falla en internet #Maracaibo",0
681,"¡Compra tu prepago #MultipassCinex para disfrutar @CinexVe: 5 entradas + 1 @PepsiVen! http://t.co/XzZA6YxFgE http://t.co/b6mtCmH8Dx",0
682,"via @irisurdaneta2: @RevistaTalentum @gloriabocaranda @pilloair @renemalave @ceavenezuela1 @Inboga\\_Eventos  @lasmilvoces @manaure\\_33 @Eddy2",0
683,"via @GutiEvencio:  +d 3 horas sin luz en Cabimas #Maracaibo",0
684,"via @PradaPradalopez:  @yeltsin\\_1jz @yor\\_78 por favor no necesitamos más violencia #Maracaibo",0
685,"via @yeltsin\\_1jz:   @yor\\_78  Todos a colocar en el twitter esta etiqueta riega la voz #MariaCorinaLLameALaCalleYA #Maracaibo",0
686,"via @carlos\\_alexmcbo:  @josemoreno\\_1 @trafficMIRANDA sardina 150bs, huevos 550 y mortadela 400bs #Maracaibo",0
687,"via @josemoreno\\_1: #SinCensura: No olvides visitar el nuevo sitio de #Noticias: http://t.co/YJNl55Slat

@trafficPUERTO @traffiCARACAS",0
688,"via @teczul: Lorenzo Mendoza como presidente de Venezuela. Un verdadero gerente. #LorenzoMendozaPresidente  @traffiCARACAS #Maracaibo",0
689,"via @josemoreno\\_1: Hablan los venezolanos: “Sólo comemos sardina, Huevo y mortadela”
http://t.co/9IrmP3M6bd

 @trafficMIRANDA #Maracaibo",0
690,"via @yabermud:  @yeltsin\\_1jz @resisconbolas @ManuelaSanz7 #Maracaibo",0
691,"via @Elimon62:  @yeltsin\\_1jz @resisconbolas @ManuelaSanz7 #MariaCorinaLLameALaCalleYA #Maracaibo",0
692,"via @yeltsin\\_1jz: @resisconbolas @ManuelaSanz7   Todos a colocar en el twitter esta etiqueta riega la voz #MariaCorinaLLameALaCalleYA",0
693,"via @Afrovasquez:   https://t.co/hp56Oxza5G #Maracaibo",0
694,"via @LaUzuliana: @NotiURU  #29J 9:00am entrada libre http://t.co/woqSCH70no #Maracaibo",0
695,"via @elopas48:  @alfredocanquis Si dsd ayer esta pesimo milagro q porqueria #Maracaibo",0
696,"via @Roziellth:  @alfredocanquis creo q es toda Mcbo. En Cumbres no hay internet #Maracaibo",0
697,"via @Roziellth:  @DOMINGORODZ así es no hay internet #Maracaibo",0
698,"via @alfredocanquis:  saludos, hay alguien que me reporte si hay una falla en internet zona norte 18 octubre, le pasa a alguno mas???",0
699,"via @briksicastro: Abuelita de 81 años rompe en llanto por no soportar las colas y la escasez de alimentos https://t.co/YXFm3w2YgK  @traffi",0
